"Density","Momentum:0","Momentum:1","Momentum:2","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity:0","Velocity:1","Velocity:2","Coordinates:0","Coordinates:1","Coordinates:2","Exact Velocity:0","Exact Velocity:1","Exact Velocity:2","Exact Pressure:0","Exact Pressure:1","Exact Density:0","Exact Density:1","Exact Mach:0","Exact Mach:1","Exact Temperature:0","Exact Temperature:1","Mach_error","Points:0","Points:1","Points:2"
1.70181942e+00,9.91446899e+02,1.78021393e+02,0.00000000e+00,7.41675438e+05,1.77426188e+05,3.63190613e+02,1.54928148e+00,2.76522100e-01,5.82580553e+02,1.04606512e+02,0.00000000e+00,6.41658381e-02,8.45446214e-02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,3.00000000e+02,0.00000000e+00,-4.50718522e-01,6.41658381e-02,8.45446214e-02,0.00000000e+00
1.68950820e+00,8.44750610e+02,1.95953674e+02,0.00000000e+00,7.21558562e+05,1.99603281e+05,4.11564331e+02,1.26206386e+00,3.55726004e-01,4.99997935e+02,1.15982671e+02,0.00000000e+00,6.67074472e-02,4.59185727e-02,0.00000000e+00,5.92286805e+02,1.18457361e+02,0.00000000e+00,1.82382076e+05,0.00000000e+00,1.77255977e+00,0.00000000e+00,1.59145395e+00,0.00000000e+00,3.58435993e+02,0.00000000e+00,-3.29390085e-01,6.67074472e-02,4.59185727e-02,0.00000000e+00
1.46269548e+00,6.85855591e+02,1.33626556e+02,0.00000000e+00,6.22741062e+05,1.82335562e+05,4.34257996e+02,1.14352643e+00,2.94055581e-01,4.68898414e+02,9.13563748e+01,0.00000000e+00,9.09090936e-02,1.81818176e-02,0.00000000e+00,5.92286805e+02,1.18457361e+02,0.00000000e+00,1.82382076e+05,0.00000000e+00,1.77255977e+00,0.00000000e+00,1.59145395e+00,0.00000000e+00,3.58435993e+02,0.00000000e+00,-4.47927511e-01,9.09090936e-02,1.81818176e-02,0.00000000e+00
9.19921637e-01,6.69921143e+02,-6.70736008e+01,0.00000000e+00,4.26844250e+05,7.21873125e+04,2.73363403e+02,2.20810509e+00,-9.93310362e-02,7.28237184e+02,-7.29122983e+01,0.00000000e+00,1.29486477e+00,4.11458910e-01,0.00000000e+00,7.26193986e+02,-7.24631726e+01,0.00000000e+00,7.20919453e+04,0.00000000e+00,1.16120552e+00,0.00000000e+00,2.19550536e+00,0.00000000e+00,2.74942258e+02,0.00000000e+00,1.25997317e-02,1.29486477e+00,4.11458910e-01,0.00000000e+00
1.02383041e+00,7.29928345e+02,-3.99362106e+01,0.00000000e+00,4.71266750e+05,8.41163203e+04,2.86208527e+02,2.10528612e+00,-5.67274317e-02,7.12938720e+02,-3.90066656e+01,0.00000000e+00,1.30650306e+00,4.85918790e-01,0.00000000e+00,7.10781879e+02,-3.69686001e+01,0.00000000e+00,8.46975352e+04,0.00000000e+00,1.16120552e+00,0.00000000e+00,2.09245276e+00,0.00000000e+00,2.87896863e+02,0.00000000e+00,1.28333645e-02,1.30650306e+00,4.85918790e-01,0.00000000e+00
1.84084034e+00,1.07246729e+03,2.31299179e+02,0.00000000e+00,8.07556500e+05,1.92246969e+05,3.63809265e+02,1.55867171e+00,3.29453468e-01,5.82596579e+02,1.25648691e+02,0.00000000e+00,7.70388246e-01,6.28943563e-01,0.00000000e+00,5.92286805e+02,1.18457361e+02,0.00000000e+00,1.82382076e+05,0.00000000e+00,1.77255977e+00,0.00000000e+00,1.59145395e+00,0.00000000e+00,3.58435993e+02,0.00000000e+00,-3.27822334e-02,7.70388246e-01,6.28943563e-01,0.00000000e+00
1.81551743e+00,1.06353162e+03,2.25241287e+02,0.00000000e+00,7.97206875e+05,1.88690297e+05,3.62059113e+02,1.56978106e+00,3.16751063e-01,5.85800831e+02,1.24064514e+02,0.00000000e+00,8.35175574e-01,6.45770729e-01,0.00000000e+00,5.92286805e+02,1.18457361e+02,0.00000000e+00,1.82382076e+05,0.00000000e+00,1.77255977e+00,0.00000000e+00,1.59145395e+00,0.00000000e+00,3.58435993e+02,0.00000000e+00,-2.16728813e-02,8.35175574e-01,6.45770729e-01,0.00000000e+00
1.61026943e+00,8.59701599e+02,1.71027573e+02,0.00000000e+00,6.93579938e+05,1.82002328e+05,3.93739258e+02,1.36843503e+00,2.92865455e-01,5.33886805e+02,1.06210532e+02,0.00000000e+00,3.18596631e-01,1.02909632e-01,0.00000000e+00,5.92286805e+02,1.18457361e+02,0.00000000e+00,1.82382076e+05,0.00000000e+00,1.77255977e+00,0.00000000e+00,1.59145395e+00,0.00000000e+00,3.58435993e+02,0.00000000e+00,-2.23018921e-01,3.18596631e-01,1.02909632e-01,0.00000000e+00
1.59902513e+00,8.49425232e+02,1.66784195e+02,0.00000000e+00,6.88143000e+05,1.81532578e+05,3.95484650e+02,1.35790873e+00,2.91187763e-01,5.31214436e+02,1.04303673e+02,0.00000000e+00,2.80334562e-01,9.26145166e-02,0.00000000e+00,5.92286805e+02,1.18457361e+02,0.00000000e+00,1.82382076e+05,0.00000000e+00,1.77255977e+00,0.00000000e+00,1.59145395e+00,0.00000000e+00,3.58435993e+02,0.00000000e+00,-2.33545221e-01,2.80334562e-01,9.26145166e-02,0.00000000e+00
1.51095402e+00,7.37350098e+02,1.47552948e+02,0.00000000e+00,6.43389500e+05,1.82508109e+05,4.20785980e+02,1.21023333e+00,2.94671804e-01,4.88003001e+02,9.76554851e+01,0.00000000e+00,3.18181813e-01,6.36363626e-02,0.00000000e+00,5.92286805e+02,1.18457361e+02,0.00000000e+00,1.82382076e+05,0.00000000e+00,1.77255977e+00,0.00000000e+00,1.59145395e+00,0.00000000e+00,3.58435993e+02,0.00000000e+00,-3.81220616e-01,3.18181813e-01,6.36363626e-02,0.00000000e+00
